product_id,product_name,category,subcategory,unit_price_aed,supplier_id
88,Footwear - Consumer Decade,Fashion,Footwear,360.59,9
89,Women's Wear - Name Leader,Fashion,Women's Wear,389.26,16
90,Watches - Similar Seat,Fashion,Watches,289.18,6
91,Women's Wear - Exactly At,Fashion,Women's Wear,734.04,19
92,Women's Wear - Read Actually,Fashion,Women's Wear,63.15,3
93,Watches - About Physical,Fashion,Watches,311.97,3
94,Women's Wear - Group Dream,Fashion,Women's Wear,657.14,5
95,Men's Wear - Month Two,Fashion,Men's Wear,540.59,19
96,Women's Wear - Green Process,Fashion,Women's Wear,163.18,10
97,Men's Wear - Value Form,Fashion,Men's Wear,103.5,25
98,Watches - Meet Site,Fashion,Watches,213.77,5
99,Footwear - Yet Executive,Fashion,Footwear,286.85,22
100,Watches - Contain Benefit,Fashion,Watches,224.44,8
101,Watches - Include She,Fashion,Watches,551.28,5
102,Watches - Family Easy,Fashion,Watches,179.27,20
103,Footwear - Full State,Fashion,Footwear,548.06,6
104,Men's Wear - Performance Player,Fashion,Men's Wear,373.6,3
105,Footwear - Admit Thing,Fashion,Footwear,547.43,20
106,Men's Wear - Success Alone,Fashion,Men's Wear,534.73,18
107,Footwear - Party Statement,Fashion,Footwear,122.82,7
108,Men's Wear - Discussion Me,Fashion,Men's Wear,217.28,18
109,Men's Wear - None Bank,Fashion,Men's Wear,82.71,19
110,Women's Wear - Everybody Remember,Fashion,Women's Wear,578.28,6
111,Men's Wear - Late Apply,Fashion,Men's Wear,664.19,3
112,Women's Wear - Focus Middle,Fashion,Women's Wear,687.88,4
113,Women's Wear - Throughout Raise,Fashion,Women's Wear,636.58,12
114,Footwear - Prove Item,Fashion,Footwear,433.52,4
115,Footwear - Since Between,Fashion,Footwear,453.74,14
116,Watches - Finally Doctor,Fashion,Watches,451.84,13
117,Footwear - Lose Mouth,Fashion,Footwear,720.22,4
118,Men's Wear - What Necessary,Fashion,Men's Wear,448.13,9
119,Men's Wear - Everybody Fact,Fashion,Men's Wear,342.1,10
120,Women's Wear - Difference Lot,Fashion,Women's Wear,677.88,22
121,Men's Wear - Approach Individual,Fashion,Men's Wear,81.94,13
122,Women's Wear - Should How,Fashion,Women's Wear,477.51,17
123,Watches - Beautiful Occur,Fashion,Watches,381.68,17
124,Watches - Soldier Live,Fashion,Watches,233.41,11
125,Footwear - Threat Reach,Fashion,Footwear,631.95,13
126,Watches - Total Have,Fashion,Watches,261.33,13
127,Footwear - Unit Just,Fashion,Footwear,631.3,4
128,Watches - Establish War,Fashion,Watches,593.17,7
129,Footwear - Join Time,Fashion,Footwear,543.88,4
130,Women's Wear - Manage Catch,Fashion,Women's Wear,586.14,14
131,Women's Wear - Respond Under,Fashion,Women's Wear,184.28,7
132,Women's Wear - Important Someone,Fashion,Women's Wear,62.83,23
133,Men's Wear - East International,Fashion,Men's Wear,84.1,6
134,Footwear - On Window,Fashion,Footwear,448.92,4
135,Footwear - Table Wear,Fashion,Footwear,599.55,17
136,Men's Wear - Station Audience,Fashion,Men's Wear,117.54,20
137,Watches - Hold Reason,Fashion,Watches,165.07,25
138,Watches - Finish Us,Fashion,Watches,491.1,20
139,Footwear - Rule Begin,Fashion,Footwear,481.53,17
140,Men's Wear - Natural Hotel,Fashion,Men's Wear,538.77,17
141,Women's Wear - Technology Nation,Fashion,Women's Wear,133.17,18
142,Men's Wear - Skin Politics,Fashion,Men's Wear,92.76,14
143,Watches - Own Along,Fashion,Watches,357.37,24
144,Women's Wear - Writer As,Fashion,Women's Wear,579.67,2
145,Men's Wear - Church Local,Fashion,Men's Wear,310.88,7
146,Women's Wear - May Window,Fashion,Women's Wear,454.43,7
147,Watches - Safe Compare,Fashion,Watches,191.41,4
148,Men's Wear - Part Threat,Fashion,Men's Wear,291.32,2
149,Footwear - Break Activity,Fashion,Footwear,657.21,9
150,Women's Wear - Standard Nation,Fashion,Women's Wear,714.72,8
151,Men's Wear - Foot Good,Fashion,Men's Wear,751.49,18
152,Women's Wear - Amount Save,Fashion,Women's Wear,743.68,20
153,Women's Wear - Look Rate,Fashion,Women's Wear,544.99,19
154,Men's Wear - Thought Third,Fashion,Men's Wear,94.73,13
155,Watches - Or Image,Fashion,Watches,173.01,15
156,Watches - Again Fill,Fashion,Watches,750.17,8
157,Women's Wear - Eat Himself,Fashion,Women's Wear,682.88,7
158,Watches - Its Soldier,Fashion,Watches,554.88,7
159,Women's Wear - Us Later,Fashion,Women's Wear,660.92,14
160,Men's Wear - Along Green,Fashion,Men's Wear,429.24,21
161,Fresh Produce - We Although,Grocery,Fresh Produce,133.07,18
162,Household - Drive Season,Grocery,Household,30.67,15
163,Fresh Produce - End Life,Grocery,Fresh Produce,40.94,18
164,Beverages - Example Who,Grocery,Beverages,144.94,4
165,Fresh Produce - Large Person,Grocery,Fresh Produce,146.11,7
166,Packaged Food - Mr Else,Grocery,Packaged Food,101.25,6
167,Packaged Food - Development Agreement,Grocery,Packaged Food,135.51,23
168,Packaged Food - Individual Meeting,Grocery,Packaged Food,19.38,18
169,Packaged Food - Quite Less,Grocery,Packaged Food,55.65,6
170,Household - Reduce Development,Grocery,Household,111.89,24
171,Fresh Produce - Age Television,Grocery,Fresh Produce,81.61,11
172,Fresh Produce - Interview Market,Grocery,Fresh Produce,63.88,16
173,Household - School Strong,Grocery,Household,60.92,21
174,Fresh Produce - Very West,Grocery,Fresh Produce,66.26,21
175,Beverages - Camera Official,Grocery,Beverages,124.7,6
176,Fresh Produce - Worker Central,Grocery,Fresh Produce,97.05,18
177,Fresh Produce - Cover Simple,Grocery,Fresh Produce,129.16,9
178,Packaged Food - Cover Kitchen,Grocery,Packaged Food,116.7,20
179,Packaged Food - Item View,Grocery,Packaged Food,72.73,15
180,Household - Toward May,Grocery,Household,21.93,17
181,Fresh Produce - Which Paper,Grocery,Fresh Produce,56.09,19
182,Household - Quality Fast,Grocery,Household,89.04,18
183,Packaged Food - Stand Beat,Grocery,Packaged Food,83.45,10
184,Beverages - Possible Admit,Grocery,Beverages,100.81,6
185,Fresh Produce - Spend Music,Grocery,Fresh Produce,148.65,24
186,Packaged Food - Live Movie,Grocery,Packaged Food,106.72,13
187,Beverages - Radio Movement,Grocery,Beverages,105.91,13
188,Household - Lawyer Get,Grocery,Household,115.74,20
189,Beverages - Discover Morning,Grocery,Beverages,88.34,4
190,Packaged Food - Soon Girl,Grocery,Packaged Food,51.93,7
191,Beverages - Require Piece,Grocery,Beverages,94.43,19
192,Packaged Food - System The,Grocery,Packaged Food,54.8,8
193,Beverages - Any Impact,Grocery,Beverages,102.32,21
194,Fresh Produce - Market Society,Grocery,Fresh Produce,115.78,24
195,Beverages - Describe Page,Grocery,Beverages,133.56,19
196,Fresh Produce - Join Democratic,Grocery,Fresh Produce,69.53,21
197,Household - Fly Response,Grocery,Household,25.69,20
198,Household - Tax Condition,Grocery,Household,66.34,10
199,Fresh Produce - Same Myself,Grocery,Fresh Produce,115.85,19
200,Household - Rule Prepare,Grocery,Household,75.24,18
201,Fresh Produce - Trouble Thus,Grocery,Fresh Produce,85.22,20
202,Household - Most Something,Grocery,Household,49.51,22
203,Household - Meet Instead,Grocery,Household,41.96,12
204,Beverages - Agent Site,Grocery,Beverages,63.82,3
205,Packaged Food - Three Forward,Grocery,Packaged Food,121.4,17
206,Beverages - Success Public,Grocery,Beverages,21.32,15
207,Packaged Food - Future Thus,Grocery,Packaged Food,46.9,15
208,Beverages - Age Three,Grocery,Beverages,34.91,24
209,Fresh Produce - Religious Public,Grocery,Fresh Produce,149.6,10
210,Fresh Produce - Five Own,Grocery,Fresh Produce,43.46,11
211,Fresh Produce - Certainly Chair,Grocery,Fresh Produce,119.89,6
212,Household - Them Buy,Grocery,Household,132.0,11
213,Packaged Food - Run Lose,Grocery,Packaged Food,22.15,2
214,Packaged Food - Artist Everybody,Grocery,Packaged Food,62.78,15
215,Fresh Produce - Raise Tough,Grocery,Fresh Produce,62.52,10
216,Fresh Produce - Option Knowledge,Grocery,Fresh Produce,7.62,18
217,Packaged Food - Southern Scene,Grocery,Packaged Food,44.23,9
218,Beverages - Southern Bank,Grocery,Beverages,80.41,25
219,Packaged Food - Offer Treatment,Grocery,Packaged Food,5.08,18
220,Packaged Food - Interest Result,Grocery,Packaged Food,131.87,2
221,Beverages - Several Level,Grocery,Beverages,74.96,22
222,Packaged Food - All Investment,Grocery,Packaged Food,94.73,24
223,Household - Include Describe,Grocery,Household,42.98,24
224,Fresh Produce - Culture Those,Grocery,Fresh Produce,85.23,14
225,Packaged Food - Ask Sound,Grocery,Packaged Food,7.11,15
226,Beverages - Available Interest,Grocery,Beverages,137.7,2
227,Fresh Produce - Source Commercial,Grocery,Fresh Produce,35.86,22
228,Beverages - Participant Word,Grocery,Beverages,109.43,25
229,Household - Require War,Grocery,Household,19.76,25
230,Beverages - Until Administration,Grocery,Beverages,98.53,1
231,Beverages - Matter Dark,Grocery,Beverages,61.17,4
232,Beverages - Yet Take,Grocery,Beverages,116.25,7
233,Household - Partner Party,Grocery,Household,146.92,22
234,Beverages - Cost Speak,Grocery,Beverages,67.64,19
235,Fresh Produce - Third Mr,Grocery,Fresh Produce,77.88,16
236,Fresh Produce - Those Power,Grocery,Fresh Produce,99.78,17
237,Household - Be Report,Grocery,Household,28.49,21
238,Fresh Produce - Our Team,Grocery,Fresh Produce,9.53,21
239,Packaged Food - Not Wonder,Grocery,Packaged Food,67.02,23
240,Fresh Produce - Collection Military,Grocery,Fresh Produce,11.9,9
241,Decor - Call Or,Home & Living,Decor,964.81,9
242,Furniture - Class Kid,Home & Living,Furniture,1836.24,2
243,Decor - Scientist Future,Home & Living,Decor,1493.13,22
244,Decor - Use Specific,Home & Living,Decor,2867.7,18
245,Decor - Democrat Spring,Home & Living,Decor,2470.02,12
246,Furniture - Summer Early,Home & Living,Furniture,958.58,2
247,Decor - Major Believe,Home & Living,Decor,493.95,25
248,Furniture - Lot Sing,Home & Living,Furniture,421.14,12
249,Kitchenware - Who Win,Home & Living,Kitchenware,1824.28,16
250,Furniture - According None,Home & Living,Furniture,1001.05,14
251,Furniture - Land Test,Home & Living,Furniture,617.97,6
252,Furniture - Then Foot,Home & Living,Furniture,1858.25,11
253,Furniture - Popular Everybody,Home & Living,Furniture,709.13,21
254,Kitchenware - Congress Interview,Home & Living,Kitchenware,2006.93,15
255,Furniture - People Film,Home & Living,Furniture,835.17,10
256,Decor - Coach All,Home & Living,Decor,2710.24,10
257,Kitchenware - Design Serious,Home & Living,Kitchenware,922.64,11
258,Decor - Safe Perhaps,Home & Living,Decor,1824.08,20
259,Decor - North Right,Home & Living,Decor,1032.67,4
260,Furniture - Red Easy,Home & Living,Furniture,1640.38,11
261,Furniture - Usually Begin,Home & Living,Furniture,1508.17,3
262,Furniture - Represent Spend,Home & Living,Furniture,919.41,24
263,Decor - Economy General,Home & Living,Decor,717.03,6
264,Kitchenware - Five Right,Home & Living,Kitchenware,2500.39,20
265,Furniture - Push Plant,Home & Living,Furniture,89.71,8
266,Decor - Role After,Home & Living,Decor,452.96,6
267,Furniture - Budget Fear,Home & Living,Furniture,2797.11,3
268,Kitchenware - Her Stage,Home & Living,Kitchenware,2355.07,8
269,Kitchenware - Others Popular,Home & Living,Kitchenware,498.1,15
270,Decor - Kid Listen,Home & Living,Decor,538.59,25
271,Decor - Agreement Husband,Home & Living,Decor,1645.33,18
272,Kitchenware - Place Country,Home & Living,Kitchenware,799.43,12
273,Kitchenware - Attack Practice,Home & Living,Kitchenware,1017.28,22
274,Decor - Grow Ten,Home & Living,Decor,1698.1,6
275,Furniture - Nothing Leg,Home & Living,Furniture,1786.61,10
276,Furniture - Customer Able,Home & Living,Furniture,2069.3,12
277,Furniture - Hold Evening,Home & Living,Furniture,2161.38,11
278,Furniture - Policy Nice,Home & Living,Furniture,1265.75,17
279,Decor - Commercial Expert,Home & Living,Decor,1508.62,20
280,Furniture - Each Option,Home & Living,Furniture,1389.99,2
281,Decor - While Music,Home & Living,Decor,2755.41,17
282,Kitchenware - Situation Stand,Home & Living,Kitchenware,217.72,10
283,Kitchenware - Fall Reason,Home & Living,Kitchenware,350.82,15
284,Decor - Stop Else,Home & Living,Decor,977.19,16
285,Furniture - Task Arm,Home & Living,Furniture,2312.88,21
286,Furniture - Save Choice,Home & Living,Furniture,1121.34,5
287,Decor - Stay Try,Home & Living,Decor,1360.01,17
288,Kitchenware - Rule Resource,Home & Living,Kitchenware,2250.58,24
289,Decor - Term Sit,Home & Living,Decor,407.43,15
290,Furniture - Bag Man,Home & Living,Furniture,1120.71,10
291,Kitchenware - Share Nothing,Home & Living,Kitchenware,2432.87,19
292,Decor - Brother Join,Home & Living,Decor,662.36,10
293,Kitchenware - Market Morning,Home & Living,Kitchenware,673.27,11
294,Furniture - Trade Within,Home & Living,Furniture,1505.92,18
295,Furniture - Accept Imagine,Home & Living,Furniture,728.96,4
296,Kitchenware - Protect However,Home & Living,Kitchenware,715.9,3
297,Furniture - Put Experience,Home & Living,Furniture,2090.07,8
298,Kitchenware - Record Doctor,Home & Living,Kitchenware,1601.8,20
299,Furniture - Resource Build,Home & Living,Furniture,1327.2,2
300,Kitchenware - Gun Use,Home & Living,Kitchenware,1465.35,18
301,Furniture - Quite News,Home & Living,Furniture,2451.29,18
302,Furniture - Particularly Treat,Home & Living,Furniture,1109.67,6
303,Decor - Someone Son,Home & Living,Decor,1666.45,7
304,Furniture - Weight Will,Home & Living,Furniture,912.9,18
305,Decor - Area Board,Home & Living,Decor,617.15,22
306,Furniture - Hundred Rather,Home & Living,Furniture,995.31,4
307,Decor - Today Entire,Home & Living,Decor,2099.21,14
308,Decor - Us Sport,Home & Living,Decor,2508.66,7
309,Decor - Partner Will,Home & Living,Decor,2208.5,16
310,Kitchenware - Several Really,Home & Living,Kitchenware,226.01,17
311,Kitchenware - Change Wear,Home & Living,Kitchenware,2601.35,12
312,Decor - To Ready,Home & Living,Decor,2081.83,7
313,Decor - Much Better,Home & Living,Decor,895.31,13
314,Decor - Get Ability,Home & Living,Decor,335.86,16
315,Decor - Decision Yard,Home & Living,Decor,2247.54,6
316,Kitchenware - List Stage,Home & Living,Kitchenware,2442.49,19
317,Furniture - Any Building,Home & Living,Furniture,2961.86,8
318,Furniture - Maybe Arm,Home & Living,Furniture,2455.81,5
319,Kitchenware - Write Place,Home & Living,Kitchenware,1845.44,9
320,Decor - Clearly Itself,Home & Living,Decor,1916.99,14
321,Makeup - Professor Fire,Beauty & Personal Care,Makeup,486.68,11
322,Skincare - And Like,Beauty & Personal Care,Skincare,316.51,19
323,Fragrances - Until Anything,Beauty & Personal Care,Fragrances,401.44,23
324,Skincare - Democrat Allow,Beauty & Personal Care,Skincare,82.72,18
325,Fragrances - Must Professional,Beauty & Personal Care,Fragrances,290.43,16
326,Skincare - Notice Almost,Beauty & Personal Care,Skincare,301.4,18
327,Skincare - National Push,Beauty & Personal Care,Skincare,421.35,22
328,Fragrances - Water Tree,Beauty & Personal Care,Fragrances,189.98,4
329,Fragrances - Town Attorney,Beauty & Personal Care,Fragrances,69.94,20
330,Makeup - Look Collection,Beauty & Personal Care,Makeup,341.88,10
331,Makeup - Interest Citizen,Beauty & Personal Care,Makeup,109.99,10
332,Makeup - Newspaper Company,Beauty & Personal Care,Makeup,160.16,17
333,Fragrances - Plant Young,Beauty & Personal Care,Fragrances,169.84,25
334,Fragrances - Join Oil,Beauty & Personal Care,Fragrances,319.08,15
335,Fragrances - Contain Rather,Beauty & Personal Care,Fragrances,204.23,6
336,Fragrances - Truth Speech,Beauty & Personal Care,Fragrances,458.09,12
337,Makeup - Fine There,Beauty & Personal Care,Makeup,184.44,23
338,Fragrances - Firm Thousand,Beauty & Personal Care,Fragrances,193.81,17
339,Skincare - New General,Beauty & Personal Care,Skincare,474.36,24
340,Skincare - Soldier Your,Beauty & Personal Care,Skincare,426.02,2
341,Skincare - All Recent,Beauty & Personal Care,Skincare,97.43,15
342,Fragrances - Today After,Beauty & Personal Care,Fragrances,304.39,24
343,Fragrances - Lot Choice,Beauty & Personal Care,Fragrances,316.33,22
344,Fragrances - Name Movement,Beauty & Personal Care,Fragrances,424.14,5
345,Makeup - Receive Particularly,Beauty & Personal Care,Makeup,278.54,7
346,Fragrances - Group Other,Beauty & Personal Care,Fragrances,315.96,15
347,Skincare - Create Put,Beauty & Personal Care,Skincare,247.2,11
348,Fragrances - Radio Manage,Beauty & Personal Care,Fragrances,278.69,9
349,Makeup - Program Fact,Beauty & Personal Care,Makeup,411.12,9
350,Skincare - Behavior Bag,Beauty & Personal Care,Skincare,229.96,25
351,Skincare - Kind Notice,Beauty & Personal Care,Skincare,275.84,13
352,Fragrances - Able Land,Beauty & Personal Care,Fragrances,79.26,6
353,Fragrances - Write Person,Beauty & Personal Care,Fragrances,132.29,1
354,Skincare - Reveal Budget,Beauty & Personal Care,Skincare,278.24,11
355,Makeup - Serve Plan,Beauty & Personal Care,Makeup,428.99,4
356,Skincare - Usually Wall,Beauty & Personal Care,Skincare,301.72,20
357,Makeup - Image Town,Beauty & Personal Care,Makeup,422.12,3
358,Makeup - Break Congress,Beauty & Personal Care,Makeup,474.27,11
359,Fragrances - Such Marriage,Beauty & Personal Care,Fragrances,35.34,1
360,Fragrances - Into Including,Beauty & Personal Care,Fragrances,403.62,22
361,Fragrances - Cause Administration,Beauty & Personal Care,Fragrances,299.24,6
362,Skincare - Onto Alone,Beauty & Personal Care,Skincare,239.29,19
363,Skincare - Nice Cell,Beauty & Personal Care,Skincare,204.09,5
364,Fragrances - Though Adult,Beauty & Personal Care,Fragrances,434.88,14
365,Fragrances - Education Probably,Beauty & Personal Care,Fragrances,127.63,12
366,Skincare - Call Loss,Beauty & Personal Care,Skincare,325.16,22
367,Makeup - Art Prove,Beauty & Personal Care,Makeup,379.92,18
368,Skincare - Sometimes Summer,Beauty & Personal Care,Skincare,384.64,15
369,Fragrances - Continue Win,Beauty & Personal Care,Fragrances,35.59,22
370,Makeup - Know Day,Beauty & Personal Care,Makeup,121.72,22
371,Makeup - Remember Wear,Beauty & Personal Care,Makeup,39.39,24
372,Skincare - Us Everything,Beauty & Personal Care,Skincare,87.27,8
373,Fragrances - Fast Exist,Beauty & Personal Care,Fragrances,67.52,8
374,Fragrances - Discover Gas,Beauty & Personal Care,Fragrances,89.06,19
375,Makeup - Suggest Physical,Beauty & Personal Care,Makeup,174.47,21
376,Makeup - I Professor,Beauty & Personal Care,Makeup,194.29,8
377,Fragrances - Rather Create,Beauty & Personal Care,Fragrances,230.5,19
378,Skincare - Quality Environment,Beauty & Personal Care,Skincare,354.34,11
379,Fragrances - Good Nearly,Beauty & Personal Care,Fragrances,404.87,17
380,Fragrances - Response Term,Beauty & Personal Care,Fragrances,87.82,10
381,Makeup - Type Memory,Beauty & Personal Care,Makeup,58.67,5
382,Makeup - We According,Beauty & Personal Care,Makeup,129.72,15
383,Skincare - Beat Could,Beauty & Personal Care,Skincare,218.22,11
384,Fragrances - Activity Simply,Beauty & Personal Care,Fragrances,403.69,17
385,Makeup - Skin Find,Beauty & Personal Care,Makeup,126.65,25
386,Makeup - Take Recently,Beauty & Personal Care,Makeup,95.73,15
387,Skincare - Wonder Really,Beauty & Personal Care,Skincare,132.01,12
388,Fragrances - Character Fire,Beauty & Personal Care,Fragrances,368.69,13
389,Fragrances - Commercial Really,Beauty & Personal Care,Fragrances,145.31,12
390,Skincare - Under Hour,Beauty & Personal Care,Skincare,405.29,2
391,Fragrances - Dinner Involve,Beauty & Personal Care,Fragrances,33.34,11
392,Fragrances - Pick After,Beauty & Personal Care,Fragrances,181.23,25
393,Makeup - Pay Believe,Beauty & Personal Care,Makeup,72.46,21
394,Makeup - Wrong With,Beauty & Personal Care,Makeup,241.67,8
395,Skincare - Clearly Dog,Beauty & Personal Care,Skincare,335.81,13
396,Makeup - Low Himself,Beauty & Personal Care,Makeup,142.52,16
397,Fragrances - Energy Act,Beauty & Personal Care,Fragrances,117.39,12
398,Skincare - Cover Ok,Beauty & Personal Care,Skincare,77.59,10
399,Skincare - Where Exactly,Beauty & Personal Care,Skincare,214.66,22
400,Fragrances - Over Live,Beauty & Personal Care,Fragrances,50.02,5
