order_item_id,order_id,product_id,quantity,unit_price_aed,discount_pct,line_total_aed
218,76,84,2,192.1,0,384.2
219,77,61,2,3529.21,0,7058.42
220,78,159,2,660.92,0,1321.84
221,78,302,1,1109.67,0,1109.67
222,78,191,3,94.43,5,269.13
223,78,143,2,357.37,15,607.53
224,79,370,2,121.72,15,206.92
225,79,206,3,21.32,0,63.96
226,80,14,2,1155.06,5,2194.61
227,80,3,3,2030.86,0,6092.58
228,81,108,2,217.28,0,434.56
229,81,369,1,35.59,0,35.59
230,81,396,1,142.52,5,135.39
231,82,79,2,2641.16,10,4754.09
232,82,48,3,946.65,5,2697.95
233,83,253,2,709.13,20,1134.61
234,83,325,2,290.43,10,522.77
235,83,196,4,69.53,0,278.12
236,83,295,3,728.96,15,1858.85
237,84,272,3,799.43,5,2278.38
238,84,99,4,286.85,0,1147.4
239,84,379,2,404.87,0,809.74
240,84,278,3,1265.75,0,3797.25
241,84,88,2,360.59,5,685.12
242,85,285,2,2312.88,0,4625.76
243,85,82,3,510.39,0,1531.17
244,86,390,1,405.29,15,344.5
245,86,129,2,543.88,10,978.98
246,86,93,2,311.97,15,530.35
247,86,331,1,109.99,0,109.99
248,86,7,2,1464.78,5,2783.08
249,87,176,3,97.05,0,291.15
250,87,27,2,1534.37,0,3068.74
251,87,298,3,1601.8,5,4565.13
252,88,318,4,2455.81,0,9823.24
253,88,91,2,734.04,0,1468.08
254,88,69,1,2876.27,5,2732.46
255,88,83,4,103.53,20,331.3
256,88,153,2,544.99,0,1089.98
257,89,145,3,310.88,0,932.64
258,89,112,3,687.88,0,2063.64
259,89,363,2,204.09,0,408.18
260,89,270,4,538.59,0,2154.36
261,90,106,2,534.73,10,962.51
262,91,179,2,72.73,0,145.46
263,91,142,4,92.76,0,371.04
264,91,148,4,291.32,5,1107.02
265,91,60,4,4304.28,20,13773.7
266,92,310,1,226.01,10,203.41
267,92,150,4,714.72,10,2572.99
268,92,93,4,311.97,0,1247.88
269,93,45,4,2776.75,5,10551.65
270,94,394,4,241.67,0,966.68
271,95,184,3,100.81,10,272.19
272,95,151,4,751.49,10,2705.36
273,96,335,1,204.23,20,163.38
274,97,165,1,146.11,10,131.5
275,97,400,1,50.02,5,47.52
276,98,234,3,67.64,0,202.92
277,98,259,4,1032.67,0,4130.68
278,99,68,2,3792.5,0,7585.0
279,99,348,1,278.69,0,278.69
280,99,199,3,115.85,15,295.42
281,99,387,1,132.01,5,125.41
282,100,158,4,554.88,0,2219.52
283,100,172,2,63.88,0,127.76
284,100,21,4,3723.5,0,14894.0
285,100,358,1,474.27,0,474.27
286,100,233,2,146.92,0,293.84
287,101,203,4,41.96,5,159.45
288,102,211,3,119.89,10,323.7
289,102,244,1,2867.7,10,2580.93
290,102,295,4,728.96,5,2770.05
291,102,329,4,69.94,0,279.76
292,103,356,4,301.72,0,1206.88
293,103,317,3,2961.86,10,7997.02
294,103,258,3,1824.08,10,4925.02
295,103,388,3,368.69,5,1050.77
296,103,247,2,493.95,10,889.11
297,104,209,4,149.6,0,598.4
298,105,316,2,2442.49,0,4884.98
299,105,42,2,708.18,0,1416.36
300,105,345,3,278.54,20,668.5
301,105,291,2,2432.87,10,4379.17
302,105,275,2,1786.61,0,3573.22
303,106,135,2,599.55,0,1199.1
304,106,88,2,360.59,20,576.94
305,106,208,1,34.91,5,33.16
306,106,301,2,2451.29,20,3922.06
307,106,150,3,714.72,5,2036.95
308,107,92,4,63.15,0,252.6
309,107,33,3,2400.57,0,7201.71
310,107,316,2,2442.49,20,3907.98
311,107,175,3,124.7,0,374.1
312,107,276,3,2069.3,5,5897.5
313,108,3,3,2030.86,5,5787.95
314,108,198,1,66.34,0,66.34
315,108,325,1,290.43,0,290.43
316,108,193,3,102.32,15,260.92
317,108,329,2,69.94,15,118.9
318,109,323,1,401.44,0,401.44
319,109,153,1,544.99,5,517.74
320,109,22,1,3959.9,0,3959.9
321,109,229,4,19.76,0,79.04
322,110,235,2,77.88,5,147.97
323,111,304,4,912.9,15,3103.86
324,111,351,2,275.84,10,496.51
325,111,58,4,4075.24,0,16300.96
326,111,369,1,35.59,5,33.81
327,112,138,4,491.1,5,1866.18
328,112,112,2,687.88,5,1306.97
329,112,167,3,135.51,20,325.22
330,113,111,1,664.19,5,630.98
331,113,209,2,149.6,20,239.36
332,113,306,4,995.31,0,3981.24
333,114,68,3,3792.5,0,11377.5
334,115,399,1,214.66,20,171.73
335,115,143,4,357.37,10,1286.53
336,115,348,3,278.69,10,752.46
337,116,78,4,2610.58,0,10442.32
338,116,102,4,179.27,10,645.37
339,116,66,4,2571.16,0,10284.64
340,116,119,1,342.1,0,342.1
341,117,269,2,498.1,0,996.2
342,117,199,4,115.85,0,463.4
343,117,95,4,540.59,15,1838.01
344,117,85,4,422.63,0,1690.52
345,117,211,3,119.89,0,359.67
346,118,378,2,354.34,0,708.68
347,118,309,4,2208.5,15,7508.9
348,118,376,4,194.29,5,738.3
349,118,281,4,2755.41,10,9919.48
350,118,127,4,631.3,5,2398.94
351,119,127,2,631.3,20,1010.08
352,119,49,1,4052.79,0,4052.79
353,119,168,2,19.38,0,38.76
354,119,103,1,548.06,0,548.06
355,119,309,1,2208.5,0,2208.5
356,120,76,1,1171.31,20,937.05
357,120,316,3,2442.49,10,6594.72
358,120,371,2,39.39,15,66.96
359,120,383,3,218.22,10,589.19
360,121,105,4,547.43,0,2189.72
361,122,82,2,510.39,0,1020.78
362,122,381,1,58.67,0,58.67
363,122,342,2,304.39,0,608.78
364,123,292,4,662.36,20,2119.55
365,124,206,1,21.32,0,21.32
366,124,274,3,1698.1,0,5094.3
367,124,68,1,3792.5,0,3792.5
368,125,171,3,81.61,10,220.35
369,125,246,1,958.58,0,958.58
370,125,79,3,2641.16,0,7923.48
371,125,388,1,368.69,10,331.82
372,125,392,3,181.23,0,543.69
373,126,255,3,835.17,0,2505.51
374,127,108,1,217.28,0,217.28
375,127,236,2,99.78,10,179.6
376,128,397,3,117.39,20,281.74
377,128,116,1,451.84,5,429.25
378,129,276,3,2069.3,0,6207.9
379,129,304,3,912.9,0,2738.7
380,130,165,4,146.11,0,584.44
381,131,26,3,4513.5,0,13540.5
382,132,310,2,226.01,0,452.02
383,132,365,1,127.63,5,121.25
384,133,322,1,316.51,5,300.68
385,133,356,1,301.72,0,301.72
386,133,381,3,58.67,0,176.01
387,134,68,4,3792.5,0,15170.0
388,134,103,1,548.06,5,520.66
389,134,29,1,3726.64,10,3353.98
390,134,98,4,213.77,0,855.08
391,135,371,1,39.39,0,39.39
392,135,355,2,428.99,10,772.18
393,135,323,4,401.44,0,1605.76
394,135,145,3,310.88,5,886.01
395,135,114,3,433.52,5,1235.53
396,136,76,3,1171.31,0,3513.93
397,136,10,4,4746.8,5,18037.84
398,137,228,1,109.43,0,109.43
399,138,140,2,538.77,15,915.91
400,138,216,2,7.62,0,15.24
401,138,249,4,1824.28,15,6202.55
402,138,199,3,115.85,0,347.55
403,138,209,1,149.6,0,149.6
404,139,199,4,115.85,0,463.4
405,139,265,1,89.71,0,89.71
406,140,190,1,51.93,0,51.93
407,141,23,2,2300.19,5,4370.36
408,141,304,2,912.9,0,1825.8
409,141,61,1,3529.21,5,3352.75
410,141,85,3,422.63,0,1267.89
411,141,31,2,339.41,10,610.94
412,142,26,4,4513.5,0,18054.0
413,143,339,3,474.36,20,1138.46
414,143,165,2,146.11,0,292.22
415,143,132,3,62.83,10,169.64
416,144,264,1,2500.39,5,2375.37
417,144,47,1,1829.5,10,1646.55
418,145,86,3,347.95,0,1043.85
419,145,306,4,995.31,5,3782.18
420,146,217,4,44.23,15,150.38
421,146,16,2,854.2,10,1537.56
422,146,230,4,98.53,0,394.12
423,146,6,2,4468.49,0,8936.98
424,146,152,1,743.68,0,743.68
425,147,35,4,4796.54,0,19186.16
426,148,67,3,882.1,0,2646.3
427,148,92,2,63.15,5,119.98
428,148,131,3,184.28,0,552.84
429,149,64,4,3533.34,0,14133.36
430,149,294,3,1505.92,10,4065.98
431,149,377,4,230.5,5,875.9
432,149,41,4,1741.35,0,6965.4
433,150,352,2,79.26,20,126.82
434,150,240,4,11.9,10,42.84
435,150,26,1,4513.5,5,4287.82
436,151,74,4,4279.99,0,17119.96
437,151,354,2,278.24,0,556.48
438,152,317,3,2961.86,0,8885.58
439,152,304,4,912.9,15,3103.86
440,152,335,2,204.23,0,408.46
441,152,96,3,163.18,5,465.06
442,153,295,1,728.96,0,728.96
443,154,338,2,193.81,15,329.48
444,154,37,1,2308.86,10,2077.97
445,154,310,4,226.01,0,904.04
446,154,303,3,1666.45,15,4249.45
447,155,283,1,350.82,0,350.82
448,155,114,4,433.52,10,1560.67
449,156,105,4,547.43,15,1861.26
450,156,39,1,3702.31,20,2961.85
451,157,315,3,2247.54,0,6742.62
452,157,161,3,133.07,0,399.21
453,157,87,1,169.97,5,161.47
454,158,216,1,7.62,10,6.86
455,158,71,4,892.84,10,3214.22
456,158,191,1,94.43,10,84.99
457,158,292,2,662.36,10,1192.25
458,159,230,2,98.53,0,197.06
459,159,137,2,165.07,20,264.11
460,159,162,4,30.67,10,110.41
461,159,305,3,617.15,10,1666.3
462,159,249,1,1824.28,0,1824.28
463,160,111,2,664.19,20,1062.7
464,160,66,3,2571.16,15,6556.46
465,160,68,1,3792.5,0,3792.5
466,161,169,3,55.65,5,158.6
467,162,272,2,799.43,10,1438.97
468,162,361,2,299.24,0,598.48
469,162,156,4,750.17,10,2700.61
470,162,255,4,835.17,0,3340.68
471,162,154,2,94.73,15,161.04
472,163,375,2,174.47,5,331.49
473,164,13,4,2352.59,5,8939.84
474,164,386,3,95.73,5,272.83
475,164,348,4,278.69,0,1114.76
476,164,167,2,135.51,20,216.82
477,165,279,1,1508.62,5,1433.19
478,166,170,4,111.89,0,447.56
479,166,256,3,2710.24,15,6911.11
480,166,341,3,97.43,0,292.29
481,167,68,1,3792.5,0,3792.5
482,167,150,3,714.72,0,2144.16
483,167,350,1,229.96,0,229.96
484,167,30,3,4117.11,15,10498.63
485,167,183,3,83.45,0,250.35
486,168,263,2,717.03,10,1290.65
487,169,79,4,2641.16,0,10564.64
488,169,109,1,82.71,10,74.44
489,169,263,3,717.03,10,1935.98
490,170,312,3,2081.83,10,5620.94
491,171,140,2,538.77,5,1023.66
492,171,173,1,60.92,0,60.92
493,172,154,3,94.73,0,284.19
494,172,261,2,1508.17,5,2865.52
495,172,8,1,1197.63,15,1017.99
496,172,294,1,1505.92,0,1505.92
497,173,267,1,2797.11,0,2797.11
498,173,144,3,579.67,0,1739.01
499,173,313,2,895.31,0,1790.62
500,174,35,3,4796.54,20,11511.7
501,174,263,2,717.03,0,1434.06
502,174,218,2,80.41,10,144.74
503,175,142,2,92.76,5,176.24
504,175,55,2,605.77,0,1211.54
505,175,293,4,673.27,0,2693.08
506,175,216,3,7.62,10,20.57
507,175,82,4,510.39,10,1837.4
508,176,94,1,657.14,0,657.14
509,176,303,1,1666.45,0,1666.45
510,176,110,2,578.28,0,1156.56
511,176,337,2,184.44,15,313.55
512,177,113,4,636.58,0,2546.32
513,177,335,1,204.23,20,163.38
514,178,344,3,424.14,10,1145.18
515,179,322,4,316.51,0,1266.04
516,180,237,1,28.49,0,28.49
517,180,264,1,2500.39,0,2500.39
518,181,135,2,599.55,5,1139.14
519,181,282,2,217.72,20,348.35
520,181,263,4,717.03,0,2868.12
521,181,227,2,35.86,0,71.72
522,181,211,4,119.89,5,455.58
523,182,378,1,354.34,0,354.34
524,182,46,4,3985.37,10,14347.33
525,182,281,1,2755.41,5,2617.64
526,183,206,4,21.32,10,76.75
527,184,311,4,2601.35,5,9885.13
528,184,119,4,342.1,15,1163.14
529,184,115,2,453.74,10,816.73
530,184,141,1,133.17,0,133.17
531,184,362,3,239.29,0,717.87
532,185,121,2,81.94,10,147.49
533,185,379,2,404.87,0,809.74
534,185,52,3,4746.34,0,14239.02
535,185,393,1,72.46,5,68.84
536,186,141,3,133.17,0,399.51
537,186,364,2,434.88,0,869.76
538,186,144,1,579.67,0,579.67
539,186,135,3,599.55,15,1528.85
540,186,23,1,2300.19,5,2185.18
541,187,167,4,135.51,10,487.84
542,188,328,3,189.98,0,569.94
543,188,155,3,173.01,0,519.03
544,189,222,2,94.73,15,161.04
545,190,339,4,474.36,0,1897.44
546,190,107,2,122.82,5,233.36
547,190,61,2,3529.21,5,6705.5
548,190,182,2,89.04,0,178.08
549,190,299,4,1327.2,20,4247.04
550,191,90,1,289.18,0,289.18
551,191,154,3,94.73,0,284.19
552,192,364,1,434.88,0,434.88
553,192,131,3,184.28,5,525.2
554,192,200,1,75.24,15,63.95
555,192,91,4,734.04,0,2936.16
556,193,290,3,1120.71,15,2857.81
557,193,283,1,350.82,0,350.82
558,193,37,3,2308.86,10,6233.92
559,193,331,4,109.99,0,439.96
560,194,208,2,34.91,10,62.84
561,194,148,1,291.32,10,262.19
562,194,341,4,97.43,20,311.78
563,194,327,3,421.35,20,1011.24
564,194,124,1,233.41,5,221.74
565,195,212,2,132.0,20,211.2
566,195,223,4,42.98,15,146.13
567,195,40,3,3282.53,0,9847.59
568,195,1,1,356.81,0,356.81
569,196,114,1,433.52,0,433.52
570,196,216,4,7.62,5,28.96
571,196,250,3,1001.05,0,3003.15
572,196,184,3,100.81,0,302.43
573,196,317,4,2961.86,0,11847.44
574,197,158,1,554.88,5,527.14
575,197,72,2,2009.04,0,4018.08
576,197,193,2,102.32,0,204.64
577,197,27,1,1534.37,5,1457.65
578,198,299,2,1327.2,0,2654.4
579,198,389,4,145.31,0,581.24
580,198,81,3,653.33,10,1763.99
581,199,33,2,2400.57,10,4321.03
582,199,374,3,89.06,10,240.46
583,199,370,3,121.72,15,310.39
584,200,1,2,356.81,0,713.62
585,200,154,3,94.73,0,284.19
586,200,241,1,964.81,0,964.81
587,200,387,4,132.01,0,528.04
588,200,124,2,233.41,0,466.82
589,201,8,3,1197.63,0,3592.89
590,201,299,4,1327.2,5,5043.36
591,201,165,4,146.11,0,584.44
592,202,44,2,1926.85,0,3853.7
593,202,167,4,135.51,0,542.04
594,202,48,1,946.65,15,804.65
595,202,34,1,636.16,0,636.16
596,202,129,1,543.88,5,516.69
597,203,329,2,69.94,15,118.9
598,203,281,2,2755.41,0,5510.82
599,203,334,1,319.08,0,319.08
600,203,2,3,3611.63,0,10834.89
601,204,346,3,315.96,15,805.7
602,205,149,2,657.21,0,1314.42
603,206,128,2,593.17,0,1186.34
604,206,106,2,534.73,0,1069.46
605,206,379,1,404.87,20,323.9
606,206,266,2,452.96,15,770.03
607,207,389,2,145.31,0,290.62
608,208,82,3,510.39,0,1531.17
609,208,125,4,631.95,5,2401.41
610,209,136,4,117.54,0,470.16
611,209,299,3,1327.2,0,3981.6
612,210,319,2,1845.44,0,3690.88
613,210,242,1,1836.24,0,1836.24
614,211,190,1,51.93,5,49.33
615,211,127,4,631.3,0,2525.2
616,212,392,3,181.23,5,516.51
617,212,202,3,49.51,0,148.53
618,212,223,4,42.98,0,171.92
619,213,53,1,3210.57,0,3210.57
620,213,174,4,66.26,15,225.28
621,213,244,4,2867.7,20,9176.64
622,214,343,1,316.33,0,316.33
623,214,296,1,715.9,0,715.9
624,215,43,2,4643.16,5,8822.0
625,215,52,1,4746.34,0,4746.34
626,215,202,1,49.51,0,49.51
627,215,264,2,2500.39,0,5000.78
628,215,336,4,458.09,0,1832.36
629,216,72,2,2009.04,0,4018.08
630,216,198,1,66.34,20,53.07
631,216,375,4,174.47,10,628.09
632,216,141,3,133.17,10,359.56
633,216,294,4,1505.92,0,6023.68
634,217,325,3,290.43,10,784.16
635,217,85,2,422.63,15,718.47
636,217,199,2,115.85,5,220.11
637,217,360,4,403.62,0,1614.48
638,217,152,3,743.68,0,2231.04
639,218,318,4,2455.81,0,9823.24
640,219,180,1,21.93,0,21.93
641,219,396,2,142.52,5,270.79
642,220,116,3,451.84,20,1084.42
643,220,119,2,342.1,0,684.2
644,221,373,1,67.52,20,54.02
645,222,129,1,543.88,0,543.88
646,223,272,4,799.43,15,2718.06
647,223,288,1,2250.58,0,2250.58
648,224,309,1,2208.5,20,1766.8
649,224,21,2,3723.5,0,7447.0
650,224,127,3,631.3,0,1893.9
651,224,150,3,714.72,15,1822.54
652,224,74,1,4279.99,0,4279.99
653,225,41,3,1741.35,10,4701.64
654,226,70,1,303.03,5,287.88
655,226,362,3,239.29,15,610.19
656,227,68,4,3792.5,15,12894.5
657,228,195,1,133.56,0,133.56
658,228,151,1,751.49,0,751.49
659,228,220,4,131.87,0,527.48
660,228,97,1,103.5,5,98.32
661,229,43,2,4643.16,0,9286.32
662,229,172,4,63.88,5,242.74
663,230,130,2,586.14,10,1055.05
664,230,177,4,129.16,10,464.98
665,230,173,1,60.92,0,60.92
666,230,86,3,347.95,0,1043.85
667,230,166,1,101.25,15,86.06
668,231,16,3,854.2,0,2562.6
669,232,95,1,540.59,0,540.59
670,232,230,4,98.53,0,394.12
671,233,114,1,433.52,20,346.82
672,234,210,3,43.46,20,104.3
673,234,278,1,1265.75,0,1265.75
674,234,307,2,2099.21,0,4198.42
675,234,31,4,339.41,0,1357.64
676,235,118,2,448.13,0,896.26
677,235,74,2,4279.99,0,8559.98
678,236,372,3,87.27,0,261.81
679,237,85,2,422.63,15,718.47
680,237,393,1,72.46,10,65.21
681,238,277,1,2161.38,0,2161.38
682,238,9,3,944.8,0,2834.4
683,239,148,4,291.32,10,1048.75
684,239,241,3,964.81,10,2604.99
685,239,285,2,2312.88,5,4394.47
686,240,238,1,9.53,5,9.05
687,240,286,1,1121.34,0,1121.34
688,241,283,4,350.82,10,1262.95
689,241,166,3,101.25,5,288.56
690,241,177,1,129.16,5,122.7
691,242,79,4,2641.16,0,10564.64
692,242,267,1,2797.11,10,2517.4
693,242,312,4,2081.83,0,8327.32
694,243,115,4,453.74,5,1724.21
695,244,315,3,2247.54,0,6742.62
696,244,83,4,103.53,10,372.71
697,244,328,4,189.98,15,645.93
698,244,314,2,335.86,0,671.72
699,244,204,1,63.82,5,60.63
700,245,158,3,554.88,0,1664.64
701,245,57,4,1331.39,5,5059.28
702,246,84,3,192.1,0,576.3
703,247,337,3,184.44,5,525.65
704,247,74,3,4279.99,0,12839.97
705,248,354,1,278.24,0,278.24
706,248,317,1,2961.86,0,2961.86
707,249,303,4,1666.45,0,6665.8
708,249,91,2,734.04,0,1468.08
709,250,385,1,126.65,10,113.99
710,250,17,2,2126.11,5,4039.61
711,250,111,3,664.19,5,1892.94
712,251,192,2,54.8,0,109.6
713,251,317,4,2961.86,0,11847.44
714,252,193,3,102.32,10,276.26
715,252,367,1,379.92,5,360.92
716,252,368,3,384.64,0,1153.92
717,253,70,2,303.03,0,606.06
718,253,381,4,58.67,5,222.95
719,254,152,1,743.68,15,632.13
720,254,388,4,368.69,20,1179.81
721,254,181,4,56.09,20,179.49
722,254,101,4,551.28,0,2205.12
723,254,347,3,247.2,0,741.6
724,255,281,1,2755.41,10,2479.87
725,255,29,1,3726.64,0,3726.64
726,255,209,2,149.6,0,299.2
727,255,340,1,426.02,0,426.02
728,256,102,4,179.27,0,717.08
729,256,351,3,275.84,5,786.14
730,257,160,2,429.24,0,858.48
731,257,99,3,286.85,10,774.5
732,257,12,2,2226.2,5,4229.78
733,257,21,2,3723.5,15,6329.95
734,257,15,1,3193.32,0,3193.32
735,258,212,3,132.0,15,336.6
736,258,176,2,97.05,0,194.1
737,258,292,1,662.36,10,596.12
738,258,37,1,2308.86,10,2077.97
739,259,144,3,579.67,0,1739.01
740,259,162,2,30.67,0,61.34
741,260,241,3,964.81,5,2749.71
